stats-average-solves,Average Solves,Média de soluções,Resoluciones promedio,Resoluciones promedio,Durchschnittliche Lösungen,Soluzioni medie,Средние решения,平均解决方案,平均解決ゲーム数,औसत समाधान,평균 솔루션,ပျမ်းမျှအဖြေများ,சராசரி தீர்வுகள்,โซลูชั่นโดยเฉลี่ย
stats-most-solves,Highest Level,Nível mais alto,Nivel más alto,Niveau le plus élevé,Höchstes Niveau,Livello più alto,Высший уровень,结案记录次数,最も多くのゲームを解決,उच्चतम स्तर,최고 수준,အမြင့်ဆုံးအဆင့်,மிக உயர்ந்த நிலை,ระดับสูงสุด
stats-longest-time,Longest time,Maior tempo,mayor tiempo,Temps plus long,Längere Zeit,Tempo più lungo,Более длительное время,计时最长记录,最長時間完走ゲーム,अधिक समय,더 긴 시간,အချိန်ပိုကြာတယ်။,அதிக நேரம்,เวลาอีกต่อไป
btn-hint,Hint,Dica,Pista,Conseil,Tipp,Mancia,Кончик,提示,暗示,बख्शीश,팁,ထိပ်ဖျား,உதவிக்குறிப்பு,เคล็ดลับ
btn-shop,Shop,Loja,Tienda,Magasin,Speichern,Negozio,Магазин,店,店,इकट्ठा करना,가게,စတိုးဆိုင်,ஸ்டோர்,เก็บ
btn-shop-hints5,5 Hints,5 dicas,5 consejos,5 conseils,5 Tipps,5 consigli,5 советов,5 条提示,5 暗示,5 टिप्स,5가지 팁,အကြံပြုချက် ၅,5 குறிப்புகள்,5 เคล็ดลับ
btn-shop-hintsunlimited,Unlimited Hints,Dicas ilimitadas,Consejos ilimitados,Pourboires illimités,Unbegrenzte Trinkgelder,Suggerimenti illimitati,Неограниченные советы,无限提示,無制限の暗示,असीमित टिप्स,무제한 팁,အကန့်အသတ်မရှိ အကြံပြုချက်များ,வரம்பற்ற குறிப்புகள்,เคล็ดลับไม่ จำกัด
btn-shop-unlocklevels,Unlock All Levels,Desbloqueie todos os níveis,Desbloquear todos los niveles,Débloquez tous les niveaux,Schalte alle Level frei,Sblocca tutti i livelli,Разблокировать все уровни,解开全级别,全てのレベル解除する,सभी स्तरों को अनलॉक करें,모든 레벨 잠금 해제,အဆင့်အားလုံးကိုသော့ဖွင့်ပါ။,அனைத்து நிலைகளையும் திறக்கவும்,ปลดล็อคทุกระดับ
btn-shop-removeads,Remove Ads,Remover anúncios,Eliminar anuncios,Supprimer les publicités,Werbung entfernen,Rimuovi gli annunci,Удалить рекламу,删除广告,広告を削除する,विज्ञापन हटाएँ,광고 제거,ကြော်ငြာများကို ဖယ်ရှားပါ။,விளம்பரங்களை அகற்று,ลบโฆษณา
btn-shop-sunrisetheme,Sunrise Theme,Tema do nascer do sol,Tema del amanecer,Thème du lever du soleil,Sonnenaufgang-Thema,Tema dell'alba,Тема восхода солнца,日出模式,日の出のテーマ,सूर्योदय थीम,일출 테마,Sunrise အပြင်အဆင်,சூரிய உதயம் தீம்,ธีมพระอาทิตย์ขึ้น
btn-shop-sunsettheme,Sunset Theme,Tema do pôr do sol,Tema del atardecer,Thème coucher de soleil,Sonnenuntergangsthema,Tema del tramonto,Тема заката,日落模式,夕焼けのテーマ,सूर्यास्त थीम,일몰 테마,နေဝင်ချိန် အပြင်အဆင်,சூரிய அஸ்தமன தீம்,ธีมพระอาทิตย์ตก
btn-undo,Undo,Reverter,Deshacer,Inverse,Umkehren,Inversione,Обеспечить регресс,复原,逆行する,रिवर्स,뒤집다,ပြောင်းပြန်,தலைகீழ்,ย้อนกลับ
btn-settings,Settings,Definições,Definiciones,Définitions,Definitionen,Definizioni,Определения,设置,設定,परिभाषाएं,정의,အဓိပ္ပါယ်ဖွင့်ဆိုချက်,வரையறைகள்,คำจำกัดความ
btn-home,Home,Início,Inicio,Commencer,Start,Inizio,Начинать,主页,始める,शुरू,시작,စတင်ပါ။,தொடங்கு,เริ่ม
btn-profile,Profile,Perfil,Perfil,Profil,Profil,Profilo,Профиль,账号,プロフィール,प्रोफ़ाइल,윤곽,ကိုယ်ရေးအကျဉ်း,சுயவிவரம்,ประวัติโดยย่อ
menu-main,Somatu,Somatu,Somatu,Somatu,Somatu,Somatu,Сомату,索马图,ソマツ,सोमातु,소마투,ဆိုမာတူး,சோமது,โซมาตู
menu-classic,Classic,Clássico,Clásico,Classique,Klassiker,Classico,Классический,经典模式,クラシック,क्लासिक,권위 있는,ဂန္ထဝင်,கிளாசிக்,คลาสสิค
popup-difficulty-plural,"To unlock {0} mode, beat {1} mode {2} times.","Para desbloquear o modo {0}, complete o modo {1} {2} vezes.","Para desbloquear el modo {0}, completa el modo {1} {2} veces.","Pour déverrouiller le mode {0}, terminez le mode {1} {2} fois.","Um den {0}-Modus freizuschalten, schließen Sie den {1}-Modus {2} Mal ab.","Per sbloccare la modalità {0}, completa la modalità {1} {2} volte.","Чтобы разблокировать режим {0}, завершите режим {1} {2} раз.",要解开 {0} 模式，请完成 {1} 模式 {2} 次。,{0} モードのロックを解除するには、{1} モードを {2} 回完了します。,"{0} मोड को अनलॉक करने के लिए, {1} मोड को {2} बार पूरा करें।",{0} 모드를 잠금 해제하려면 {1} 모드를 {2}번 완료하세요.,{0} မုဒ်ကို လော့ခ်ဖွင့်ရန်၊ {1} မုဒ် {2} ကြိမ် ပြီးအောင်လုပ်ပါ။,"{0} பயன்முறையைத் திறக்க, {1} பயன்முறையை {2} முறை முடிக்கவும்.",หากต้องการปลดล็อคโหมด {0} ให้สำเร็จโหมด {1} {2} ครั้ง
popup-difficulty-singular,"To unlock {0} mode, beat {1} mode {2} time.","Para desbloquear o modo {0}, complete o modo {1} {2} vez.","Para desbloquear el modo {0}, complete el modo {1} {2} vez.","Pour déverrouiller le mode {0}, terminez le temps du mode {1} {2}.","Um den {0}-Modus freizuschalten, schließen Sie den {1}-Modus {2} Mal ab.","Per sbloccare la modalità {0}, completa la modalità {1} {2} tempo.","Чтобы разблокировать режим {0}, завершите режим {1} {2}.",要解开 {0} 模式，请完成 {1} 模式 {2} 次。,{0} モードのロックを解除するには、{1} モードの {2} 時間を完了してください。,"{0} मोड अनलॉक करने के लिए, {1} मोड {2} समय पूरा करें।",{0} 모드를 잠금 해제하려면 {1} 모드 {2} 시간을 완료하세요.,{0} မုဒ်ကို လော့ခ်ဖွင့်ရန်၊ {1} မုဒ် {2} ကြိမ် အပြီးသတ်ပါ။,"{0} பயன்முறையைத் திறக்க, {1} பயன்முறையை {2} முறை முடிக்கவும்.",หากต้องการปลดล็อคโหมด {0} ให้สำเร็จโหมด {1} {2} ครั้ง
popup-difficulty-challenge,"To unlock Challenge mode, play Classic mode once.","Para desbloquear o modo Desafio, jogue o modo Clássico uma vez.","Para desbloquear el modo Desafio, juegue el modo Clásico una vez.","Pour débloquer le mode Défi, jouez une fois au mode Classique.","Um den Herausforderungsmodus freizuschalten, spielen Sie einmal den klassischen Modus.","Per sbloccare la modalità Sfida, gioca una volta alla modalità Classica.","Чтобы разблокировать режим «Испытание», сыграйте один раз в классическом режиме.",要解开 {0} 模式，请完成 {1} 模式 {2} 次。,チャレンジ モードのロックを解除するには、クラシック モードを 1 回プレイしてください。,"चैलेंज मोड को अनलॉक करने के लिए, क्लासिक मोड को एक बार खेलें।",챌린지 모드를 잠금 해제하려면 클래식 모드를 한 번 플레이하세요.,စိန်ခေါ်မှုမုဒ်ကို လော့ခ်ဖွင့်ရန်၊ ဂန္တဝင်မုဒ်ကို တစ်ကြိမ်ကစားပါ။,"சவால் பயன்முறையைத் திறக்க, கிளாசிக் பயன்முறையை ஒருமுறை இயக்கவும்.",หากต้องการปลดล็อคโหมด Challenge ให้เล่นโหมด Classic หนึ่งครั้ง
settings-music,Music,Música,Música,Musique,Musik,Musica,Музыка,音乐,音楽,संगीत,음악,ဂီတ,இசை,ดนตรี
settings-sound,Sound,Som,Sonido,Son,Klang,Suono,Звук,声音,音,आवाज़,소리,အသံ,ஒலி,เสียง
settings-vibration,Vibrate,Vibração,Vibración,Vibration,Vibration,Vibrazione,Вибрация,振动,振動,कंपन,진동,တုန်ခါမှု,அதிர்வு,การสั่นสะเทือน
settings-control-drag,Drag,Arrastar,Arrastrar,Traîner,Ziehen,Lagna,Тащить,拖,ドラッグ,खींचना,견인,ဆွဲယူပါ။,இழுக்கவும்,ลาก
settings-control-click,Tap,Tocar,Jugar,Jouer,Spielen,Giocare,Играть,点,タップ,खेल,놀다,ကစားပါ။,விளையாடு,เล่น
settings-theme,Theme,Tema,Tema,Thème,Thema,Tema,Тема,主题,テーマ,विषय,주제,အပြင်အဆင်,தீம்,ธีม
settings-support,Support,Suporte,Apoyo,Soutien,Unterstützung,Supporto,Поддерживать,帮助,サポート,सहायता,지원하다,အထောက်အပံ့,ஆதரவு,สนับสนุน
popup-unlock-difficulty,{0} mode unlocked!<br>Change to the new mode?,Modo {0} desbloqueado!<br>Mudar para o novo modo?,¡Modo {0} desbloqueado!<br>¿Cambiar al nuevo modo?,Mode {0} débloqué !<br>Passer au nouveau mode ?,Modus {0} freigeschaltet!<br>In neuen Modus wechseln?,Modalità {0} sbloccata!<br>Passare alla nuova modalità?,Режим {0} разблокирован!<br>Перейти в новый режим?,模式 {0} 已解锁！<br>切换到新模式？,モード {0} のロックが解除されました!<br>新しいモードに切り替えますか?,मोड {0} अनलॉक हो गया!<br>नए मोड पर स्विच करें?,모드 {0}이(가) 잠금 해제되었습니다!<br>새 모드로 전환하시겠습니까?,မုဒ် {0} ကို လော့ခ်ဖွင့်ထားသည်။<br>မုဒ်အသစ်သို့ ပြောင်းမလား။,பயன்முறை {0} திறக்கப்பட்டது!<br>புதிய பயன்முறைக்கு மாறவா?,ปลดล็อคโหมด {0} แล้ว!<br>เปลี่ยนเป็นโหมดใหม่หรือไม่
btn-yes,Yes,Sim,Sí,Oui,Ja,SÌ,Да,是的,はい,हाँ,예,ဟုတ်ကဲ့,ஆம்,ใช่
btn-no,No,Não,No,Non,NEIN,NO,Нет,不,いいえ,नहीं,아니요,မရှိ,இல்லை,เลขที่
btn-replay,Play Again,Jogar de Novo,Jugar de nuevo,Rejouer,Spielen Sie noch einmal,Gioca di nuovo,Играть снова,重试,もう一度遊ぶ,फिर से चालू करें,다시 플레이,ထပ်ကစားပါ။,மீண்டும் விளையாடு,เล่นอีกครั้ง
popup-close-app,Close application?,Fechar aplicação?,¿Cerrar la aplicación?,Fermer l'application ?,Bewerbung schließen?,Chiudere l'applicazione?,Закрыть приложение?,确定关闭？,アプリを閉じますか?,एप्लिकेशन बंद करो?,애플리케이션을 닫으시겠습니까?,အပလီကေးရှင်းကို ပိတ်မလား။,பயன்பாட்டை மூடவா?,ปิดแอปพลิเคชันใช่ไหม
btn-delete-data,Delete Data,Apagar Dados,Borrar datos,Effacer les données,Daten löschen,Cancella dati,Стереть данные,删除数据,データの消去,डेटा मिटाएँ,데이터 지우기,ဒေတာကို ဖျက်ပါ။,தரவை அழிக்கவும்,ลบข้อมูล
btn-close,Close,Fechar,Cerrar,Fermer,Schließen,Per chiudere,Закрыть,关闭,閉じるには,बंद कर देना,닫으려면,ပိတ်ရန်,மூடுவதற்கு,เพื่อปิด
popup-challenge-finished,Survived for <b>{1}</b> <br>and reached level <b>{0}</b>!,Sobreviveu por <b>{1}</b> <br>e alcançou o nível <b>{0}</b>!,¡Sobrevivió durante <b>{1}</b> <br>y alcanzó el nivel <b>{0}</b>!,A survécu pendant <b>{1}</b> <br>et atteint le niveau <b>{0}</b> !,<b>{1}</b> <br>überlebt und Level <b>{0}</b> erreicht!,Sopravvissuto per <b>{1}</b> <br>e raggiunto il livello <b>{0}</b>!,Выжил <b>{1}</b> <br>и достиг уровня <b>{0}</b>!,存活了 <b>{1}</b> <br>并达到 <b>{0}</b> 等级！,<b>{1}</b> <br>生存し、レベル <b>{0}</b> に到達しました!,<b>{1}</b> <br>के लिए जीवित रहा और <b>{0}</b> के स्तर पर पहुंच गया!,<b>{1}</b> <br>동안 생존하고 <b>{0}</b> 레벨에 도달했습니다!,<b>{1}</b> <br>အဆင့်ထိ ရှင်သန်ခဲ့ပြီး <b>{0}</b>!,<b>{1}</b> <br>க்காக உயிர் பிழைத்து <b>{0}</b> நிலையை அடைந்தேன்!,เอาชีวิตรอดเป็นเวลา <b>{1}</b> <br>และถึงระดับ <b>{0}</b>!
popup-challenge-title,Game Over,Jogo Terminado,Juego terminado,Jeu terminé,Spiel vorbei,Gioco terminato,Игра закончена,游戏结束,ゲームオーバー,खेल खत्म,게임 오버,ပြီးသွားပါပြီ,விளையாட்டு முடிந்தது,เกมโอเวอร์
popup-challenge-share,Share,Partilhar,Compartir,Partager,Aktie,Condividere,Делиться,分享,共有,शेयर करना,공유하다,မျှဝေပါ။,பகிரவும்,แบ่งปัน
popup-challenge-share-text,"I survived for {0} and
got to level {1} on Somatu's Challenge Mode!
Play now at : {2}","Eu sobrevivi por {0} e
cheguei ao nível {1} ​​no Modo Desafio do Somatu!
Jogue agora em: {2}","Sobreviví durante {0} y
¡Alcanzaste el nivel {1} ​​en el modo Desafío de Somatu!
Juega ahora en: {2}","J'ai survécu pendant {0} et
atteint le niveau {1} dans le mode Défi de Somatu !
Jouez maintenant sur : {2}","Ich habe {0} und überlebt
Habe Level {1} ​​im Herausforderungsmodus von Somatu erreicht!
Jetzt spielen unter: {2}","Sono sopravvissuto per {0} e
Ho raggiunto il livello {1} nella modalità Sfida Somatu!
Gioca ora su: {2}","Я выжил {0} и
достиг уровня {1} в режиме испытаний Сомату!
Играйте сейчас на: {2}","我存活了 {0} 并且
在 Somatu 的挑战模式中达到 {1} 级！
现在播放：{2}","私は {0} まで生き延びました、そして
Somatu のチャレンジ モードでレベル {1} になりました!
今すぐプレイ: {2}","मैं {0} और तक जीवित रहा
सोमातु के चैलेंज मोड पर लेवल {1} पर पहुंच गया!
अभी खेलें : {2}","나는 {0} 동안 살아남았고
Somatu의 챌린지 모드에서 레벨 {1}에 도달했습니다!
지금 플레이하세요: {2}","ငါသည် {0} နှင့် အသက်ရှင်ခဲ့သည်။
Somatu ၏ Challenge Mode တွင် အဆင့် {1} သို့ ရောက်ခဲ့သည်။
ယခု ကစားပါ : {2}","நான் {0} மற்றும்
சோமாதுவின் சவால் பயன்முறையில் {1} நிலையை அடைந்தேன்!
இப்போது விளையாடு: {2}","ฉันรอดมาได้เป็นเวลา {0} และ
ไปถึงระดับ {1} ในโหมดท้าทายของ Somatu!
เล่นเลยที่ : {2}"
onboarding-classic-explanation,Move the numbers in the center so that all lines and columns sum is correct at the same time.,Mova os números no centro para que a soma de todas as linhas e colunas esteja correta ao mesmo tempo.,Mueva los números en el centro para que la suma de todas las líneas y columnas sea correcta al mismo tiempo.,Déplacez les nombres au centre pour que la somme de toutes les lignes et colonnes soit correcte en même temps.,"Verschieben Sie die Zahlen in der Mitte, sodass die Summe aller Zeilen und Spalten gleichzeitig korrekt ist.",Sposta i numeri al centro in modo che la somma di tutte le righe e colonne sia corretta contemporaneamente.,"Переместите числа в центр так, чтобы сумма всех строк и столбцов была одновременно правильной.",将数字移到中心，使所有行和列的总和同时正确。,すべての行と列の合計が同時に正確になるように、数値を中央に移動します。,संख्याओं को केंद्र में ले जाएँ ताकि सभी पंक्तियों और स्तंभों का योग एक ही समय में सही हो।,모든 행과 열의 합이 동시에 정확하도록 중앙의 숫자를 이동하세요.,လိုင်းများနှင့် ကော်လံများအားလုံး တစ်ချိန်တည်းတွင် မှန်ကန်စေရန်အတွက် အလယ်ရှိ နံပါတ်များကို ရွှေ့ပါ။,அனைத்து கோடுகள் மற்றும் நெடுவரிசைகளின் கூட்டுத்தொகை ஒரே நேரத்தில் சரியாக இருக்கும் வகையில் எண்களை மையத்தில் நகர்த்தவும்.,ย้ายตัวเลขที่อยู่ตรงกลางเพื่อให้ผลรวมของบรรทัดและคอลัมน์ทั้งหมดถูกต้องในเวลาเดียวกัน
onboarding-classic-hint,"Press the ""Hint"" button to reveal some of numbers which are already in the correct places.
If there are no correct numbers, the hint is not spent.","Pressione o botão ""Dica"" para revelar alguns números que já estão nos lugares corretos.
Se não houver números corretos, a dica não será gasta.","Presione el botón ""Pista"" para revelar algunos de los números que ya están en los lugares correctos.
Si no hay números correctos, la pista no se gasta.","Appuyez sur le bouton ""Indice"" pour révéler certains numéros qui sont déjà aux bons endroits.
S'il n'y a pas de chiffres corrects, l'indice n'est pas dépensé.","Klicken Sie auf die Schaltfläche „Hinweis“, um einige Zahlen anzuzeigen, die sich bereits an den richtigen Stellen befinden.
Wenn es keine richtigen Zahlen gibt, wird der Hinweis nicht ausgegeben.","Premi il pulsante ""Suggerimento"" per rivelare alcuni numeri che sono già al posto giusto.
Se non ci sono numeri corretti la mancia non verrà spesa.","Нажмите кнопку «Подсказка», чтобы увидеть некоторые числа, которые уже находятся в правильных местах.
Если правильных чисел нет, подсказка не тратится.","按“提示”按钮显示一些已经位于正确位置的数字。
如果没有正确的数字，则不会使用提示。","「ヒント」ボタンを押すと、すでに正しい位置にある数字の一部が表示されます。
正しい数字がない場合、ヒントは消費されません。","कुछ संख्याओं को प्रकट करने के लिए ""संकेत"" बटन दबाएँ जो पहले से ही सही स्थानों पर हैं।
यदि कोई सही संख्या नहीं है, तो संकेत खर्च नहीं किया जाता है।","""힌트"" 버튼을 누르면 이미 올바른 위치에 있는 숫자 중 일부가 표시됩니다.
정확한 숫자가 없으면 힌트가 사용되지 않습니다.","မှန်ကန်သောနေရာများတွင်ရှိပြီးသားနံပါတ်အချို့ကိုဖော်ပြရန် ""အရိပ်အမြွက်"" ခလုတ်ကိုနှိပ်ပါ။
မှန်ကန်သော ကိန်းဂဏန်းများ မရှိပါက အရိပ်အမြွက် သုံးစွဲမည်မဟုတ်ပါ။","ஏற்கனவே சரியான இடங்களில் உள்ள சில எண்களை வெளிப்படுத்த ""குறிப்பு"" பொத்தானை அழுத்தவும்.
சரியான எண்கள் இல்லை என்றால், குறிப்பு செலவிடப்படவில்லை.","กดปุ่ม ""คำแนะนำ"" เพื่อแสดงตัวเลขบางส่วนที่อยู่ในตำแหน่งที่ถูกต้องแล้ว
หากไม่มีตัวเลขที่ถูกต้อง คำใบ้จะไม่ถูกใช้"
onboarding-classic-undo,"Press the ""Undo"" button to undo your last move.
You can do this multiple times.","Pressione o botão ""Desfazer"" para desfazer seu último movimento.
Você pode fazer isso várias vezes.","Presione el botón ""Deshacer"" para deshacer su último movimiento.
Puedes hacer esto varias veces.","Appuyez sur le bouton ""Annuler"" pour annuler votre dernier mouvement.
Vous pouvez le faire plusieurs fois.","Klicken Sie auf die Schaltfläche „Rückgängig“, um Ihren letzten Zug rückgängig zu machen.
Sie können dies mehrmals tun.","Premi il pulsante ""Annulla"" per annullare l'ultima mossa.
Puoi farlo più volte.","Нажмите кнопку «Отменить», чтобы отменить последний ход.
Вы можете сделать это несколько раз.","按“撤消”按钮撤消您的上一步。
您可以多次执行此操作。","「元に戻す」ボタンを押すと、最後の操作を取り消します。
これは複数回行うことができます。","अपने अंतिम कदम को पूर्ववत करने के लिए ""पूर्ववत करें"" बटन दबाएँ।
ऐसा आप कई बार कर सकते हैं.","마지막 동작을 취소하려면 ""실행 취소"" 버튼을 누르세요.
이 작업은 여러 번 수행할 수 있습니다.","သင်၏နောက်ဆုံးလှုပ်ရှားမှုကို ပြန်ဖျက်ရန် ""Undo"" ခလုတ်ကို နှိပ်ပါ။
ဒါကို အကြိမ်ပေါင်းများစွာ လုပ်နိုင်ပါတယ်။","உங்கள் கடைசி நகர்வை செயல்தவிர்க்க ""செயல்தவிர்"" பொத்தானை அழுத்தவும்.
நீங்கள் இதை பல முறை செய்யலாம்.","กดปุ่ม ""เลิกทำ"" เพื่อเลิกทำการเคลื่อนไหวครั้งล่าสุดของคุณ
คุณสามารถทำได้หลายครั้ง"
onboarding-welcome,"Welcome to Somatu, a simple game where you can practice your basic math.","Bem-vindo ao Somatu, um jogo simples onde você pode praticar matemática básica.","Bienvenido a Somatu, un juego sencillo donde podrás practicar tus matemáticas básicas.","Bienvenue sur Somatu, un jeu simple où vous pouvez pratiquer vos mathématiques de base.","Willkommen bei Somatu, einem einfachen Spiel, in dem Sie Ihre Grundrechenarten üben können.","Benvenuto in Somatu, un gioco semplice in cui puoi esercitarti nella matematica di base.","Добро пожаловать в Somatu, простую игру, в которой вы можете попрактиковаться в основах математики.",欢迎来到 Somatu，这是一个简单的游戏，您可以在其中练习基础数学。,Somatu へようこそ。基本的な数学を練習できるシンプルなゲームです。,"सोमातु में आपका स्वागत है, एक सरल गेम जहां आप अपने बुनियादी गणित का अभ्यास कर सकते हैं।",기본적인 수학을 연습할 수 있는 간단한 게임인 Somatu에 오신 것을 환영합니다.,သင်၏အခြေခံသင်္ချာကို လေ့ကျင့်နိုင်သည့် ရိုးရှင်းသောဂိမ်းဖြစ်သည့် Somatu မှကြိုဆိုပါသည်။,உங்கள் அடிப்படைக் கணிதத்தைப் பயிற்சி செய்யக்கூடிய எளிய விளையாட்டான சோமாட்டுக்கு வரவேற்கிறோம்.,ยินดีต้อนรับสู่ Somatu เกมง่ายๆ ที่คุณสามารถฝึกคณิตศาสตร์ขั้นพื้นฐานได้
onboarding-challenge,"In Challenge mode time is always counting down and you must solve as many puzzles as possible.
Everytime you solve a puzzle you gain some time.","No modo Desafio o tempo está sempre em contagem regressiva e você deve resolver o máximo de quebra-cabeças possível.
Cada vez que você resolve um quebra-cabeça você ganha algum tempo.","En el modo Desafío, el tiempo siempre cuenta atrás y debes resolver tantos acertijos como sea posible.
Cada vez que resuelves un rompecabezas ganas algo de tiempo.","En mode Défi, le temps compte toujours à rebours et vous devez résoudre autant d'énigmes que possible.
Chaque fois que vous résolvez une énigme, vous gagnez du temps.","Im Herausforderungsmodus läuft die Zeit immer herunter und Sie müssen so viele Rätsel wie möglich lösen.
Jedes Mal, wenn Sie ein Rätsel lösen, gewinnen Sie etwas Zeit.","Nella modalità Sfida, il tempo scorre continuamente e devi risolvere quanti più enigmi possibile.
Ogni volta che risolvi un puzzle guadagni tempo.","В режиме «Испытание» время всегда идет обратный отсчет, и вам необходимо решить как можно больше головоломок.
Каждый раз, решая головоломку, вы выигрываете немного времени.","在挑战模式中，时间总是在倒计时，你必须解决尽可能多的谜题。
每次你解决一个谜题，你都会获得一些时间。","チャレンジ モードでは、時間は常にカウントダウンされており、できるだけ多くのパズルを解く必要があります。
パズルを解くたびに時間が得られます。","चैलेंज मोड में समय हमेशा गिनता रहता है और आपको यथासंभव अधिक से अधिक पहेलियाँ हल करनी होती हैं।
हर बार जब आप कोई पहेली हल करते हैं तो आपको कुछ समय मिलता है।","챌린지 모드에서는 시간이 항상 카운트다운되므로 최대한 많은 퍼즐을 풀어야 합니다.
퍼즐을 풀 때마다 시간을 벌게 됩니다.","Challenge မုဒ်တွင် အချိန်သည် အမြဲရေတွက်နေပြီး ပဟေဋ္ဌိများကို တတ်နိုင်သမျှ ဖြေရှင်းရပါမည်။
ပဟေဠိတစ်ခုကို သင်ဖြေရှင်းလိုက်တိုင်း အချိန်တစ်ခုရလာမယ်။","சவால் பயன்முறையில் நேரம் எப்போதும் கணக்கிடப்படுகிறது மற்றும் நீங்கள் முடிந்தவரை பல புதிர்களை தீர்க்க வேண்டும்.
ஒவ்வொரு முறையும் நீங்கள் ஒரு புதிரைத் தீர்க்கும்போது சிறிது நேரம் கிடைக்கும்.","ในโหมด Challenge เวลาจะนับถอยหลังเสมอและคุณต้องไขปริศนาให้ได้มากที่สุด
ทุกครั้งที่คุณไขปริศนา คุณจะมีเวลาเพิ่มขึ้น"
settings-visual-aid,Visual Aid,Ajuda Visual,Ayuda visual,Aide visuelle,Visuelle Hilfe,Aiuto visivo,Визуальная помощь,视觉辅助,視覚補助,दृश्य सहायता,시각 자료,အမြင်အာရုံအကူအညီ,காட்சி உதவி,ความช่วยเหลือด้านการมองเห็น
